"mcs150_date","add_date","status_code","dot_number","dun_bradstreet_no","phy_omc_region","safety_inv_terr","carrier_operation","business_org_id","mcs150_mileage","mcs150_mileage_year","mcs151_mileage","total_cars","mcs150_update_code_id","prior_revoke_flag","prior_revoke_dot_number","phone","fax","cell_phone","company_officer_1","company_officer_2","business_org_desc","truck_units","power_units","bus_units","fleetsize","review_id","recordable_crash_rate","mail_nationality_indicator","phy_nationality_indicator","phy_barrio","mail_barrio","carship","docket1prefix","docket1","docket2prefix","docket2","docket3prefix","docket3","pointnum","total_intrastate_drivers","mcsipstep","mcsipdate","hm_ind","interstate_beyond_100_miles","interstate_within_100_miles","intrastate_beyond_100_miles","intrastate_within_100_miles","total_cdl","total_drivers","avg_drivers_leased_per_month","classdef","legal_name","dba_name","phy_street","phy_city","phy_country","phy_state","phy_zip","phy_cnty","carrier_mailing_street","carrier_mailing_state","carrier_mailing_city","carrier_mailing_country","carrier_mailing_zip","carrier_mailing_cnty","carrier_mailing_und_date","driver_inter_total","email_address","review_type","review_date","safety_rating","safety_rating_date","undeliv_phy","crgo_genfreight","crgo_household","crgo_metalsheet","crgo_motoveh","crgo_drivetow","crgo_logpole","crgo_bldgmat","crgo_mobilehome","crgo_machlrg","crgo_produce","crgo_liqgas","crgo_intermodal","crgo_passengers","crgo_oilfield","crgo_livestock","crgo_grainfeed","crgo_coalcoke","crgo_meat","crgo_garbage","crgo_usmail","crgo_chem","crgo_drybulk","crgo_coldfood","crgo_beverages","crgo_paperprod","crgo_utility","crgo_farmsupp","crgo_construct","crgo_waterwell","crgo_cargoothr","crgo_cargoothr_desc","owntruck","owntract","owntrail","owncoach","ownschool_1_8","ownschool_9_15","ownschool_16","ownbus_16","ownvan_1_8","ownvan_9_15","ownlimo_1_8","ownlimo_9_15","ownlimo_16","trmtruck","trmtract","trmtrail","trmcoach","trmschool_1_8","trmschool_9_15","trmschool_16","trmbus_16","trmvan_1_8","trmvan_9_15","trmlimo_1_8","trmlimo_9_15","trmlimo_16","trptruck","trptract","trptrail","trpcoach","trpschool_1_8","trpschool_9_15","trpschool_16","trpbus_16","trpvan_1_8","trpvan_9_15","trplimo_1_8","trplimo_9_15","trplimo_16","docket1_status_code","docket2_status_code","docket3_status_code"
,"19870714","I","297200",,"01","O","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","PRO OF NEW ENGLAND",,"179G OAKLAND ST","MANCHESTER","US","CT","06040","003","179G OAKLAND ST","CT","MANCHESTER","US","06040","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870714","I","297201",,"01","O","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","RICHARD T MESSIER JR",,"29 LISBON MOBILE PARK","LISBON","US","CT","06351","011","29 LISBON MOBILE PARK","CT","LISBON","US","06351","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870714","I","297202",,"01","N","A","3","0",,"250000",,"3",,,"2038774950",,,,,"CORPORATION","9","9","0","E",,,,,,,"C","MC","228572",,,,,,"0",,,"N","5","8","0","0","0","14","1","AUTHORIZED FOR HIRE","MAGAZINE SHIPPERS ASSOCIATION INC",,"85 FURNITURE ROW CS#3817","MILFORD","US","CT","06460","009","85 FURNITURE ROW CS#3817","CT","MILFORD","US","06460","009",,,,"C","19901211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9","14",,,,,,,,,,,,,,,,,,,,,,,,"A",,
"20020312 0000","19870714","I","297203",,"01","O","A","3","0",,"98519",,"2",,,"8608892372",,,,,"CORPORATION","2","2","0","B",,,,,,,"C",,,,,,,,"0","99","20141103","N","0","2","0","0","2","2","0","PRIVATE PROPERTY","LANDSCO INC",,"43 CLINTON AVENUE","NORWICH","US","CT","06360","011","43 CLINTON AVENUE","CT","NORWICH","US","06360","011","20040419",,,"S","19890519",,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MYCELIUM/WASTE",,"2","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870714","I","297205",,"01","N","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","K & J TRANSPORTATION",,"785 E  MAIN ST","BRANFORD","US","CT","06405","009","785 E  MAIN ST","CT","BRANFORD","US","06405","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870714","I","297206",,"01","N","A","3","0",,"27000",,"3",,,"2034695306",,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","0","1","0","0","0","1","0","PRIVATE PROPERTY","CHEM-TECH RUBBER INC",,"30 LENOX ST","NEW HAVEN","US","CT","06513","009","PO BOX 8908","CT","NEW HAVEN","US","06532","009",,,,"S","19881012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TEXTILES",,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870714","I","297207",,"01","O","A","3","0",,"0",,"3",,,"2036662618",,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","RINO A ARCARI",,"117 HENRY ST","NEWINGTON","US","CT","06111","003","117 HENRY ST","CT","NEWINGTON","US","06111","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870714","I","297208","161988928","01","N","A","3","0",,"100000",,"3",,,"2035730453",,,,,"CORPORATION","19","19","0","H",,,,,,,"C",,,,,,,,"0","99","20160111","N","0","4","0","0","0","4","0","PRIVATE PROPERTY","LOMBARDI ENT","AMERICAN RENTAL CENTERS","1515 S MAIN ST","WATERBURY","US","CT","06706-1736","009","1515 S MAIN ST","CT","WATERBURY","US","06706-1736","009","20061018",,,"C","19900228",,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FURNITURE","18","1","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20061007 0000","19870714","I","297209","843254293","01","N","A","3","0",,"0",,"3",,,"2032691599",,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1",,,,,"1",,"PRIVATE PROPERTY","ADVANCES FORMS & SUPPLY",,"22 NORTH PLAIN INDUSTRIAL PARK","WALLINGFORD","US","CT","06492","009","22 NORTH PLAIN INDUSTRIAL PARK","CT","WALLINGFORD","US","06492","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UNSPECIFIED","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870714","I","297210",,"01","N","A","3","0",,"30000",,"3",,,"2038886197",,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","0","1","0","0","0","1","0","PRIVATE PROPERTY","ABLE AUTOMOTIVE",,"39 NEW HAVEN AVENUE SUITE K","SEYMOUR","US","CT","06418","009","39 NEW HAVEN AVENUE SUITE K","CT","SEYMOUR","US","06418","009",,,,"S","19881115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AUTO PARTS","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870714","I","297212","98837479","01","AA","A","3","0",,"45000",,"3",,,"7184569703",,,,,"CORPORATION","5","5","0","C",,,,,,,"C;B","MC","189735",,,,,"P","0",,,"N","0","4","0","0","4","4","0","OTHER-UNKNOWN","T D Y FREIGHT SERVICES LTD",,"1950 TROUTMAN STREET","RIDGEWOOD","US","NY","11385","081","1950 TROUTMAN STREET","NY","RIDGEWOOD","US","11385","081",,,,"C","19950117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,
,"19870714","I","297214",,"05","I","A","3","0",,"0",,"3",,,"6144763335",,,,,"CORPORATION","8","8","0","D",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","SIKA CORPORATION",,"2930 SWITZER ROAD","COLUMBUS","US","OH","43219","049","2930 SWITZER ROAD","OH","COLUMBUS","US","43219","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20050430 0000","19870714","I","297215","154153597","01","Y","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1",,,,,"1",,"OTHER-APPLYING FOR MC","WOOD COMPONENT WHOLESALERS INC",,"47 HILLSIDE DR #JONES","EAST LONGMEADOW","US","MA","01028-2505","013","47 HILLSIDE DR #JONES","MA","EAST LONGMEADOW","US","01028-2505","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UNSPECIFIED","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870714","I","297216",,"01","O","A","3","0",,"0",,"3",,,"2032785522",,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"OTHER-APPLYING FOR MC","RYDER TRUCK RENTAL",,"99 MURPHY ROAD","HARTFORD","US","CT","06114","003","99 MURPHY ROAD","CT","HARTFORD","US","06114","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870714","I","297217",,"05","A","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,"S","0",,,"N",,,,,,,,"PRIVATE PROPERTY","SUN CITY MOVERS INC",,"916 SOUTH CHESTNUT","ARLINGTON HEIGHTS","US","IL","60005","031","916 SOUTH CHESTNUT","IL","ARLINGTON HEIGHTS","US","60005","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870714","I","297218",,"05","A","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0","99","20160404","N",,,,,,,,"PRIVATE PROPERTY","SPINGEES TRKING INC",,"2221WESTRACE","CHICAGO","US","IL","60612","031","2221WESTRACE","IL","CHICAGO","US","60612","031","20070823",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20211026 1343","19870714","I","297219","9203738","09","A","A","3","50000","2020",,,"3","N",,"6508773650","6505833197",,"EDMUND LOUIE","GARRICK LOUIE","CORPORATION","1","1","0","A",,,,,,,"C","MC","152289",,,,,,"1","99","20240503","Y",,"1","0","1",,"2","0","AUTHORIZED FOR HIRE","TRICOR AMERICA INC",,"717 AIRPORT BLVD","SOUTH SAN FRANCISCO","US","CA","94080","081","PO BOX 8100 SFIA","CA","SAN FRANCISCO","US","94128","081","20230915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ORM","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,
,"19870714","I","297220","119632826","05","A","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","GREYHOUNDLINES INC",,"74W RANDOLPH","CHICAGO","US","IL","60601","031","74W RANDOLPH","IL","CHICAGO","US","60601","031","20041025",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20020207 0000","19870714","I","297221",,"05","A","A","3","0",,"0",,"2",,,,,,,,"CORPORATION","0","0","0","0",,,"U","U",,,"C",,,,,,,,"0","99","20141027","N",,,,,,,,"PRIVATE PROPERTY","MELS TRUCKING",,"804JOECT","JUSTICE","US","IL","60458","031","804JOECT","IL","JUSTICE","US","60458","031","20040209",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870714","I","297222",,"05","A","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","MMS TERMINALS INC",,"525 W 74TH ST","CHICAGO","US","IL","60609","031","525 W 74TH ST","IL","CHICAGO","US","60609","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20040330 0000","19870714","I","297223","67252577","05","A","A","3","0",,"0",,"3",,,"7737776930",,"7732189006","RUDY CHAVEZ",,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1",,,,,"1",,"PRIVATE PROPERTY","TRIPLE J TRK CO INC",,"4032N MENARDAVE","CHICAGO","US","IL","60634","031","4032N MENARDAVE","IL","CHICAGO","US","60634","031",,,"triplej1117@hotmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UNSPECIFIED","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870714","I","297225",,"01","J","A","3","0",,"0",,"3",,,"6176756920",,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,"S","0",,,"N","3","0","0","0","0","3","0","PRIVATE PROPERTY","ECIN INDUSTRIES INC",,"UNKNOWN","FALL RIVER","US","MA","02722","005","PO BOX 973","MA","FALL RIVER","US","02722","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BEDDING","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20010223 0000","19870714","I","297226","195266705","04","H","A","3","0",,"764000",,"1",,,"6019648348",,,,,"CORPORATION","17","17","0","G",,,,,,,"C",,,,,,,,"0",,,"N","12","5","0","0","0","17","0","OTHER-APPLYING FOR MC","TRIPLE C TRANSPORT INC",,"HWY 98  WEST","NEW AUGUSTA","US","MS","39462","111","P O BOX 346","MS","NEW AUGUSTA","US","39462-0346","111",,,,"C","19900622",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8","8",,,,,,,,,,,,"9","9",,,,,,,,,,,,,,,,,,,,,,,,,,
"20020815 0000","19870714","I","297227","119130904","03","C","A","3","0",,"0",,"2",,,"3043925781",,,,,"CORPORATION","14","14","0","F",,,,,,,"C",,,,,,,,"0",,,"N","0","15","0","0","0","15","0","PRIVATE PROPERTY","CIRCLE H COAL COMPANY INC",,"SAM BLACK LOT","CLINTONVILLE","US","WV","24928","025","P O BOX 1359","WV","LEWISBURG","US","24901-4359","025","20040827",,,"S","19870625",,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2","2",,,,,,,,,,,"5","6","6",,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870714","I","297228",,"04","4B","A","3","0",,"0",,"3",,,"9197226112",,,,,"CORPORATION","7","7","0","D",,,,,,,"C",,,,,,,,"0",,,"N","0","1","0","0","0","1","0","PRIVATE PROPERTY","FERGUSON ENTERPRISES INC",,"UNKNOWN","WINSTON-SALEM","US","NC","27102","067","P O BOX 3060","NC","WINSTON-SALEM","US","27102","067",,,,"S","19870407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20021001 0000","19870714","I","297229",,"03","K","A","3","0",,"1472000",,"3",,,"7035316300",,,,,"CORPORATION","46","46","0","N",,,,,,,"C",,,,,,,,"0",,,"N","0","50","0","0","0","50","0","PRIVATE PROPERTY","ATLANTIC FOOD SERVICES INC",,"13000 LIVINGSTON RD","MANASSAS","US","VA","22110-2721","683","13000 LIVINGSTON RD","VA","MANASSAS","US","22110-2721","683",,,,"C","19900110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GROCERIES",,,,,,,,,,,,,,"42","4","4",,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870715","I","297231",,"01","AA","A","3","0",,"80000",,"3",,,"7183834080",,,,,"CORPORATION","3","3","0","B",,,,,,,"C",,,,,,,,"0","99","20160621","N","0","3","0","0","0","3","0","OTHER-APPLYING FOR MC","ANDREW OBES AND SONS INC",,"22 ASH ST","BROOKLYN","US","NY","11222","047","22 ASH ST","NY","BROOKLYN","US","11222","047","20090113",,,"S","19881025",,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"COMPUTERS","2",,"4",,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,
,"19870715","I","297232",,"01",,"A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","QUAITY SUPPLIER",,"517 DORIS AVE","MILLVILLE","US","NJ","999999","000","517 DORIS AVE","NJ","MILLVILLE","US",,"000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870715","I","297233","12169306","01","Q","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","NORTHERN BONELESS",,"400 BAY AVE","BRONX","US","NY","10451","005","P O BOX 788","NY","RIVERHEAD","US","11901-0601","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870715","I","297234",,"01","C","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0","99","20160111","N",,,,,,,,"PRIVATE PROPERTY","GRIFFIS TRANS SERVICE INC",,"27 LONDONBERRY RD","LONDONDERRY","US","NH","03053","015","27 LONDONBERRY RD","NH","LONDONDERRY","US","03053","015","20030513",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870715","I","297235",,"01",,"A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","JOLY TRANSPORT INC",,"423 WINCHESTER ST","KEENE","US","NH","03431","005","423 WINCHESTER ST","NH","KEENE","US","03431","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870715","I","297236",,"01","1C","A","3","0",,"0",,"3",,,"6037722206",,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,"S","0",,,"N",,,,,,,,"OTHER-APPLYING FOR MC","RICHARD E WELSH",,"13 NORTH RD","KENSINGTON","US","NH","03833","015","13 NORTH RD","NH","KENSINGTON","US","03833","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20050712 0000","19870715","I","297237","43046689","01","W","A","3","0",,"0",,"3","N",,,,,"LEWIS R BAILEY",,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N",,"1",,,,"1",,"PRIVATE PROPERTY","LEWIS R BAILEY",,"TOWN BANK RD  BOX 657","CAPE MAY","US","NJ","08204","009","TOWN BANK RD  BOX 657","NJ","CAPE MAY","US","08204","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UNKNOWN","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870715","I","297238",,"01","K","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0","99","20160405","N",,,,,,,,"OTHER-APPLYING FOR MC","J C M TRUCK LEASING",,"42 SUMMER ST","EAST BOSTON","US","MA","02128","025","42 SUMMER ST","MA","EAST BOSTON","US","02128","025","20031003",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870715","I","297239",,"01","M","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","BRUNO DONALD & ALICE",,"19 STATE ST","CRANSTON","US","RI","02910","007","19 STATE ST","RI","CRANSTON","US","02910","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870715","I","297240",,"01","W","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0","99","20160111","N",,,,,,,,"PRIVATE PROPERTY","ROBERT H CASPERSON",,"2627 HORNER AVE","PENNSAUKEN","US","NJ","08109","007","2627 HORNER AVE","NJ","PENNSAUKEN","US","08109","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870715","I","297241",,"01","T","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,"U","U",,,"C",,,,,,,,"0","99","20141027","N",,,,,,,,"PRIVATE PROPERTY","ALPOINT TRUCKING INC",,"115 AMITY ST","JERSEY CITY","US","NJ","07304","017","115 AMITH ST","NJ","JERSEY CITY","US","07304-3509","017","20060309",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20240731 1207","19870715","A","297242","133191007","01","V","A","3","7754182","2023",,,"1","N",,"6095183750","6095183759","6099233359","JAMES HUGHES","MARK MILLER","CORPORATION","530","530","0","T",,,,,,,"C",,,,,,,"P","0","0","20101211","N","15","93",,,"93","108","0","PRIVATE PROPERTY","MILLER AUTO LEASING CO","MILLER TRUCK LEASING","1824 ROUTE 38","LUMBERTON","US","NJ","08048","005","1824 ROUTE 38","NJ","LUMBERTON","US","08048","005",,"108","jhughes@millertransgroup.com","C","20100604","S","20100609",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","LEASED/RENTED CMVS","355","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870715","I","297243",,"01","W","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,"S","0",,,"N",,,,,,,,"PRIVATE PROPERTY","JOANANN TRUCKING INC",,"BLUE BELL RD -BOX 290","VINELAND","US","NJ","08360","011","BLUE BELL RD -BOX 290","NJ","VINELAND","US","08360","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870715","I","297244",,"01","W","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","JOHN MALMONE INC",,"909 7TH ST","HAMONTON","US","NJ","08037","001","909 7TH ST","NJ","HAMONTON","US","08037","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20080508 1315","19870715","I","297245","11236742","01","V",,"3","20000","2003",,,"3","N",,"9083510300","9083544807",,"ROBERT HEIMOWITZ",,"CORPORATION","0","1",,"A",,,,,,,"R",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","ABE GRUBER & CO INC",,"416 W GRAND ST","ELIZABETH","US","NJ","07202","039","PO BOX 33","NJ","ELIZABETH","US","07207","039",,,"Lori@abegruber.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20240619 2034","19870715","A","297246","140496670","05","F","A","1","1000","2023",,,"3","N",,"6087442553",,,"ALAN PETER DROESSLER",,"INDIVIDUAL","1","1","0","A",,,,,,,"C",,,,,,,,"0","0","20150407","N","1","2",,,"3","3","0","PRIVATE PROPERTY","ALAN PETER DROESSLER",,"2264 STATE HIGHWAY 80","CUBA CITY","US","WI","53807","043","2264 STATE HIGHWAY 80","WI","CUBA CITY","US","53807","043",,"3",,"C","19930210","S","19930223",,,,,,,,,,"X",,,,,,,"X",,,,,,,,,,,"X",,,,,,"1","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870715","I","297247",,"04","N","A","3","0",,"0",,"3",,,"5025863313",,,,,"CORPORATION","5","5","0","C",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","SOUTHERN STATES COOPERATIVE INC",,"GOLD CITY ROAD  BOX 512","FRANKIN","US","KY","42134","213","P O  BOX 528","KY","FRANKLIN","US","42134","213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20231009 0000","19870715","A","297248","941650202","04","N","B","3","33418","2016",,,"3","N",,"2708858461","2708879973","2703481278","JUSTIN GRACE","TYLER HANCOCK","CORPORATION","10","10","0","E",,,,,,,"C",,,,,,,,"6",,,"Y",,,,"6","6","6","0","PRIVATE PROPERTY","SOUTHERN STATES HOPKINSVILLE COOPERATIVE INC",,"1106 WEST 15TH","HOPKINSVILLE","US","KY","42240","047","1106 WEST 15TH","KY","HOPKINSVILLE","US","42240","047",,"0","just.grace@sscoop.com",,,,,,"X",,,,,,,,,,"X",,,,,,,,,,"X","X",,,,,"X",,,,,"5","5","9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20040924 0000","19870715","I","297249","187965785","04","N","A","2","0",,"137000",,"3",,,"5027714176",,,,,"PARTNERSHIP","1","1","0","A",,,,,,,"C","MC","169049",,,,,"P","0",,,"N","1","0","0","0","0","1","0","AUTHORIZED FOR HIRE","WILSON TRANSPORT SERVICE",,"4206 HAYDEN BRIDGE RD","OWENSBORO","US","KY","42301-9311","059","4206 HAYDEN BRIDGE RD","KY","OWENSBORO","US","42301-9311","059",,,,"S","19900726",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,
